"Site","Sampling.Date","Luminex.Date","Species","Age","Sex","Repro.Status","Weight","Forearm","EBOV","MARV","logEBOV","logMARV","logEBOVrs","logMARVrs","BodyCondition","ReproSex","Year"
"Tanoboase","2013-10-09","2014-02-27","Epomops buettikoferi","Adult","M","No reproductive status",132,89.8,51.75,8.25,3.94642443214548,2.11021320034659,0.347022332580839,0.085689135116056,1.46993318485523,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Adult","M","No reproductive status",258,117.8,8.25,6.25,2.11021320034659,1.83258146374831,0.0228141002179987,0.0330546076943099,2.19015280135823,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Nanonycteris veldkampii","Adult","M","No reproductive status",22,47.2,3.5,10.5,1.25276296849537,2.35137525716348,-0.128580477482765,0.131409595781473,0.466101694915254,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Nanonycteris veldkampii","Adult","M","No reproductive status",20,47.4,9.25,1,2.22462355152433,0,0.0430148140993802,-0.314373465508333,0.421940928270042,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Epomophorus gambianus","Juvenile","M","No reproductive status",103,80.1,10.25,9.25,2.32727770558442,2.22462355152433,0.0611398104266913,0.107379503948457,1.28589263420724,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Adult","F","No reproductive status",245,122.2,7,5,1.94591014905531,1.6094379124341,-0.0061958529445141,-0.00924983312553823,2.00490998363339,"Unknown","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","F","No reproductive status",170,108.4,6.25,7.5,1.83258146374831,2.01490302054226,-0.0262055839074343,0.0676198526415488,1.56826568265683,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Epomops buettikoferi","Subadult","F","No reproductive status",90,87.6,16,9.75,2.77258872223978,2.27726728500976,0.139765567126859,0.117359912051911,1.02739726027397,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Eidolon helvum","Adult","M","No reproductive status",200,119,6.25,4.5,1.83258146374831,1.50407739677627,-0.0262055839074343,-0.0292244981926858,1.68067226890756,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",245,107.3,11.5,8,2.4423470353692,2.07944154167984,0.081456876003158,0.0798553218360871,2.28331780055918,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Epomophorus gambianus","Subadult","M","No reproductive status",120,91.4,9.5,5,2.2512917986065,1.6094379124341,0.0477234582341036,-0.00924983312553823,1.31291028446389,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Adult","M","No reproductive status",295,120,9.75,9,2.27726728500976,2.19722457733622,0.0523097859864482,0.102185097588788,2.45833333333333,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Micropteropus pusillus","Subadult","F","No reproductive status",35,51.4,3,9.75,1.09861228866811,2.27726728500976,-0.155797890468179,0.117359912051911,0.680933852140078,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Eidolon helvum","Subadult","F","No reproductive status",180,108.1,3.5,2.75,1.25276296849537,1.01160091167848,-0.128580477482765,-0.122590146432505,1.66512488436633,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","M","No reproductive status",180,106.3,10,2.25,2.30258509299405,0.810930216216329,0.0567799916097125,-0.160634093974159,1.69332079021637,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",187,103.3,8.5,7,2.14006616349627,1.94591014905531,0.0280850495760796,0.0545399100143864,1.81026137463698,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","M","No reproductive status",175,104.6,2.25,6.5,0.810930216216329,1.87180217690159,-0.206592098986715,0.0404902262848238,1.67304015296367,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","M","No reproductive status",150,106.7,4.25,4,1.44691898293633,1.38629436111989,-0.0942995749621715,-0.0515542739453864,1.4058106841612,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Hypsignathus monstrosus","Juvenile","M","No reproductive status",172,112.9,7.5,7,2.01490302054226,1.94591014905531,0.00598578309117649,0.0545399100143864,1.52347209920283,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",145,105.5,5.25,7.5,1.65822807660353,2.01490302054226,-0.05699006146305,0.0676198526415488,1.37440758293839,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","F","No reproductive status",175,112.2,2,6,0.693147180559945,1.79175946922805,-0.227388306487894,0.0253154118217007,1.55971479500891,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Epomophorus gambianus","Juvenile","M","No reproductive status",105,83.6,5.75,5.5,1.74919985480926,1.70474809223843,-0.0409277485350931,0.00881944934896898,1.25598086124402,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",160,109.5,2,8.75,0.693147180559945,2.16905370036952,-0.227388306487894,0.0968443508342346,1.46118721461187,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Epomops buettikoferi","Subadult","F","No reproductive status",75,83.9,8.75,3.5,2.16905370036952,1.25276296849537,0.0332031960765902,-0.076869685767087,0.893921334922527,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",140,101,6.5,5,1.87180217690159,1.6094379124341,-0.019280630033267,-0.00924983312553823,1.38613861386139,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","F","No reproductive status",165,107.5,7.5,5.25,2.01490302054226,1.65822807660353,0.00598578309117649,0,1.53488372093023,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",176,106.1,6.25,7.25,1.83258146374831,1.98100146886658,-0.0262055839074343,0.0611926618125143,1.65881244109331,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Adult","M","No reproductive status",265,120,48.25,6,3.876395827785,1.79175946922805,0.334657823726209,0.0253154118217007,2.20833333333333,"M","2013"
"Tanoboase","2013-10-09","2014-02-27","Epomophorus gambianus","Adult","M","No reproductive status",160,95.4,5.75,11,1.74919985480926,2.39789527279837,-0.0409277485350931,0.140229045130443,1.67714884696017,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","F","No reproductive status",184,111.1,10,15.75,2.30258509299405,2.75684036527164,0.0567799916097125,0.208279281548561,1.65616561656166,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Adult","M","No reproductive status",237,119,7.75,6.75,2.04769284336526,1.90954250488444,0.0117752752328393,0.0476451875744013,1.99159663865546,"M","2013"
"Tanoboase","2013-10-10","2014-02-27","Epomophorus gambianus","Adult","F","No reproductive status",115,90.5,6,10.5,1.79175946922805,2.35137525716348,-0.0334132659299278,0.131409595781473,1.2707182320442,"Unknown","2013"
"Tanoboase","2013-10-09","2014-02-27","Eidolon helvum","Adult","M","No reproductive status",195,120.2,8.5,9.5,2.14006616349627,2.2512917986065,0.0280850495760796,0.112435376160815,1.62229617304493,"M","2013"
"Tanoboase","2013-10-09","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",170,109.4,16,12.25,2.77258872223978,2.50552593699074,0.139765567126859,0.160634093974159,1.55393053016453,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","F","No reproductive status",194,104.4,15.75,5,2.75684036527164,1.6094379124341,0.136984979094916,-0.00924983312553823,1.85823754789272,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",150,106.4,6,7.5,1.79175946922805,2.01490302054226,-0.0334132659299278,0.0676198526415488,1.40977443609023,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Subadult","F","No reproductive status",140,104.6,14,11,2.63905732961526,2.39789527279837,0.116188771593737,0.140229045130443,1.33843212237094,"Sexually immature","2013"
"Tanoboase","2013-10-10","2014-02-27","Eidolon helvum","Juvenile","M","No reproductive status",165,110.4,1.75,4,0.559615787935423,1.38629436111989,-0.250965102021016,-0.0515542739453864,1.4945652173913,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Eidolon helvum","Subadult","M","No reproductive status",175,108.2,4.75,5,1.55814461804655,1.6094379124341,-0.0746611663041475,-0.00924983312553823,1.6173752310536,"Sexually immature","2013"
"Tanoboase",NA,"2014-02-27",NA,NA,NA,NA,NA,NA,11.5,7.75,2.4423470353692,2.04769284336526,0.081456876003158,0.0738362774987263,NA,NA,NA
"Tanoboase","2013-10-09","2014-02-27","Eidolon helvum","Subadult","F","No reproductive status",150,107.6,8.75,4.5,2.16905370036952,1.50407739677627,0.0332031960765902,-0.0292244981926858,1.39405204460967,"Sexually immature","2013"
"Tanoboase","2013-10-09","2014-02-27","Epomops buettikoferi","Adult","F","Lactating",100,92,10.75,8.5,2.37490575457367,2.14006616349627,0.0695491945467141,0.0913487784506935,1.08695652173913,"Pregnant/Lactating","2013"
"Tanoboase","2013-10-09","2014-02-27","Nanonycteris veldkampii","Subadult","M","No reproductive status",18,47.2,22.25,9,3.10234200861225,2.19722457733622,0.197988024455976,0.102185097588788,0.38135593220339,"Sexually immature","2013"
"Tanoboase","2014-03-21","2014-08-12","Epomophorus gambianus","Adult","M","No reproductive status",148,94.7,14.5,4.5,2.67414864942653,1.50407739677627,0.101651638393567,0.0672784562775386,1.56282998944034,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Myonycteris angolensis","Subadult","F","No reproductive status",58,69.4,25.75,4.5,3.24843462710975,1.50407739677627,0.194837957321611,0.0672784562775386,0.835734870317003,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Hypsignathus monstrosus","Subadult","F","No reproductive status",176,109,14.25,6.25,2.65675690671466,1.83258146374831,0.0988295731751182,0.121786837060025,1.61467889908257,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Epomophorus gambianus","Subadult","F","No reproductive status",79,83,27,5,3.29583686600433,1.6094379124341,0.202529665500442,0.0847608307268167,0.951807228915663,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Epomops buettikoferi","Adult","F","Lactating",98,85,41,4.75,3.71357206670431,1.55814461804655,0.270313325824064,0.0762497810833956,1.15294117647059,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",263,125,16,8.5,2.77258872223978,2.14006616349627,0.117624983341815,0.172807493373777,2.104,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",239,117,12.5,1.5,2.52572864430826,0.405465108108164,0.0775683167215857,-0.115013280671147,2.04273504273504,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",238,117.3,9.25,6.25,2.22462355152433,1.83258146374831,0.0287096012080783,0.121786837060025,2.02898550724638,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",285,120.6,27.5,4.5,3.31418600467253,1.50407739677627,0.205507082248257,0.0672784562775386,2.36318407960199,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Subadult","M","No reproductive status",252,123.4,9,4.25,2.19722457733622,1.44691898293633,0.0242637159763075,0.0577942127026301,2.04213938411669,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Subadult","F","No reproductive status",220,113.5,13.75,3,2.62103882411258,1.09861228866811,0.0930337906448132,0,1.93832599118943,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",272,124,13.25,6.5,2.58399755243223,1.87180217690159,0.0870233012885688,0.12829469428939,2.19354838709677,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",286,117.4,13.25,4,2.58399755243223,1.38629436111989,0.0870233012885688,0.0477348243936088,2.43611584327087,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",213,116,14,8,2.63905732961526,2.07944154167984,0.0959575573144313,0.162748105064756,1.83620689655172,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",250,119.6,119,4.25,4.77912349311153,1.44691898293633,0.443214665773179,0.0577942127026301,2.09030100334448,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Subadult","F","No reproductive status",210,115.4,10.75,3,2.37490575457367,1.09861228866811,0.0530950917942502,0,1.81975736568458,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",290,124,22,5.5,3.09104245335832,1.70474809223843,0.16929876975665,0.10057556209714,2.33870967741935,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Hypsignathus monstrosus","Juvenile","F","No reproductive status",178,119,34.75,6.5,3.5481795720108,1.87180217690159,0.243475968901316,0.12829469428939,1.49579831932773,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",291,128.5,13.5,5,2.60268968544438,1.6094379124341,0.0900563738969979,0.0847608307268167,2.26459143968872,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",285,123,16.25,3.5,2.78809290877575,1.25276296849537,0.120140764899095,0.0255780819743049,2.31707317073171,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",238,118.1,19.25,6.5,2.95751106073379,1.87180217690159,0.147631343729266,0.12829469428939,2.01524132091448,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","F","Pregnant",323,123,9.5,6,2.2512917986065,1.79175946922805,0.0330369152544278,0.115013280671147,2.6260162601626,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",230,117.4,10.75,2.5,2.37490575457367,0.916290731874155,0.0530950917942502,-0.0302524499443306,1.95911413969336,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",261,120,41,3.5,3.71357206670431,1.25276296849537,0.270313325824064,0.0255780819743049,2.175,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","F","Pregnant",325,126.4,25.5,5.25,3.23867845216438,1.65822807660353,0.19325487491092,0.0928565382518435,2.57120253164557,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","F","Pregnant",250,117,12,4.5,2.484906649788,1.50407739677627,0.0709443496590611,0.0672784562775386,2.13675213675214,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",279,116.1,83,6.25,4.4188406077966,1.83258146374831,0.384753485873375,0.121786837060025,2.4031007751938,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",270,117.2,7,4.75,1.94591014905531,1.55814461804655,-0.0165157342890127,0.0762497810833956,2.3037542662116,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",286,125.4,10.75,4.5,2.37490575457367,1.50407739677627,0.0530950917942502,0.0672784562775386,2.28070175438596,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",288,129.2,11.5,4.5,2.4423470353692,1.50407739677627,0.0640384282944406,0.0672784562775386,2.22910216718266,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",265,118.4,7,5,1.94591014905531,1.6094379124341,-0.0165157342890127,0.0847608307268167,2.23817567567568,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","F","No reproductive status",290,132.1,19,2.75,2.94443897916644,1.01160091167848,0.145510206857872,-0.0144377185740076,2.19530658591976,"Unknown","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Subadult","F","No reproductive status",210,112.7,9.25,3.5,2.22462355152433,1.25276296849537,0.0287096012080783,0.0255780819743049,1.86335403726708,"Sexually immature","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",275,121.6,7.75,3.75,2.04769284336526,1.32175583998232,0,0.037026006333208,2.26151315789474,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",250,118.7,10.5,2.75,2.35137525716348,1.01160091167848,0.0492769236316778,-0.0144377185740076,2.106149957877,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",290,122.4,9.75,3.75,2.27726728500976,1.32175583998232,0.0372518187247343,0.037026006333208,2.36928104575163,"M","2014"
"Tanoboase","2014-03-21","2014-08-12","Eidolon helvum","Adult","M","No reproductive status",280,115,12,4.25,2.484906649788,1.44691898293633,0.0709443496590611,0.0577942127026301,2.43478260869565,"M","2014"
"Tanoboase","2014-03-22","2014-08-12","Epomophorus gambianus","Adult","F","Pregnant",125,86.1,17.5,4.75,2.86220088092947,1.55814461804655,0.132165869806039,0.0762497810833956,1.45180023228804,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-22","2014-08-12","Epomophorus gambianus","Adult","F","Pregnant",135,86.1,17,4.25,2.83321334405622,1.44691898293633,0.12746221699023,0.0577942127026301,1.56794425087108,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-22","2014-08-12","Epomophorus gambianus","Subadult","M","No reproductive status",110,83.6,6.5,4,1.87180217690159,1.38629436111989,-0.0285408391959562,0.0477348243936088,1.31578947368421,"Sexually immature","2014"
"Tanoboase","2014-03-22","2014-08-12","Epomophorus gambianus","Subadult","M","No reproductive status",112,86,8.25,4.75,2.11021320034659,1.55814461804655,0.010144844470452,0.0762497810833956,1.30232558139535,"Sexually immature","2014"
"Tanoboase","2014-03-22","2014-08-12","Epomophorus gambianus","Subadult","F","No reproductive status",100,81.5,48.5,5.5,3.88156379794344,1.70474809223843,0.297572446981222,0.10057556209714,1.22699386503067,"Sexually immature","2014"
"Tanoboase","2014-03-23","2014-08-12","Epomophorus gambianus","Subadult","F","No reproductive status",82,83.3,12.75,5,2.54553127160443,1.6094379124341,0.0807815833074762,0.0847608307268167,0.984393757503001,"Sexually immature","2014"
"Tanoboase","2014-03-23","2014-08-12","Epomops buettikoferi","Adult","F","Lactating",102,84.5,13.25,3,2.58399755243223,1.09861228866811,0.0870233012885688,0,1.20710059171598,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-23","2014-08-12","Epomophorus gambianus","Adult","F","Pregnant",124,86.2,9.25,4.5,2.22462355152433,1.50407739677627,0.0287096012080783,0.0672784562775386,1.4385150812065,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-23","2014-08-12","Epomophorus gambianus","Subadult","F","No reproductive status",99,83.6,22.5,4,3.11351530921037,1.38629436111989,0.172945320071359,0.0477348243936088,1.18421052631579,"Sexually immature","2014"
"Tanoboase","2014-03-23","2014-08-12","Epomophorus gambianus","Juvenile","F","No reproductive status",83,79,7.5,2.5,2.01490302054226,0.916290731874155,-0.00532062945277545,-0.0302524499443306,1.05063291139241,"Sexually immature","2014"
"Tanoboase","2014-03-23","2014-08-12","Epomophorus gambianus","Adult","F","Lactating",121,85.8,10,6,2.30258509299405,1.79175946922805,0.0413600042299782,0.115013280671147,1.41025641025641,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-23","2014-08-12","Myonycteris angolensis","Adult","F","Lactating",65,72.4,50.5,5,3.92197333628131,1.6094379124341,0.304129486981537,0.0847608307268167,0.897790055248619,"Pregnant/Lactating","2014"
"Tanoboase","2014-03-23","2014-08-12","Micropteropus pusillus","Subadult","M","No reproductive status",29,NA,157,0.5,5.05624580534831,-0.693147180559945,0.48818182355466,-0.297305017619833,NA,"Sexually immature","2014"
"Tanoboase","2014-03-23","2014-08-12",NA,NA,NA,NA,NA,NA,19,5,2.94443897916644,1.6094379124341,0.145510206857872,0.0847608307268167,NA,NA,"2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Adult","F","Pregnant",124,87.3,45.5,6,3.8177123259569,1.79175946922805,0.232767043701889,-0.0283855811961108,1.42038946162658,"Pregnant/Lactating","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",96,82.6,26.25,9,3.26766598903763,2.19722457733622,0.144741997364682,0.0462774871814765,1.16222760290557,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","F","No reproductive status",88,81.7,35.25,9.25,3.56246552925828,2.22462355152433,0.191919373971624,0.0513227831696511,1.07711138310894,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Adult","F","Pregnant",100,85.8,149,9,5.00394630594546,2.19722457733622,0.422602506728682,0.0462774871814765,1.16550116550117,"Pregnant/Lactating","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",128,87.8,61.75,13.5,4.12309397550809,2.60268968544438,0.281637897024598,0.120940555559064,1.45785876993166,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","F","No reproductive status",270,111.5,15.5,6.5,2.7408400239252,1.87180217690159,0.0604329548749191,-0.0136463742048098,2.42152466367713,"Unknown","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Subadult","M","No reproductive status",165,91.7,17,4,2.83321334405622,1.38629436111989,0.0752156472393401,-0.103048649573698,1.79934569247546,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Subadult","M","No reproductive status",143,98.7,10.5,8.75,2.35137525716348,2.16905370036952,-0.00189389259200907,0.0410900516385395,1.44883485309017,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","M","No reproductive status",258,117.6,23.5,4.5,3.15700042115011,1.50407739677627,0.127031958978113,-0.0813598712569546,2.19387755102041,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Subadult","F","No reproductive status",146,90.8,11.5,7.5,2.4423470353692,2.01490302054226,0.0126645081361689,0.0127044704424287,1.6079295154185,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","M","No reproductive status",305,116.2,15,8.5,2.70805020110221,2.14006616349627,0.0551855321040514,0.0357522348834462,2.62478485370052,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","M","No reproductive status",281,112.9,12.5,6.5,2.52572864430826,1.87180217690159,0.0260082384692155,-0.0136463742048098,2.488928255093,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","M","No reproductive status",265,119.8,21.75,7.25,3.07961375753469,1.98100146886658,0.114647612072392,0.00646177823476171,2.21202003338898,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Juvenile","M","No reproductive status",110,94.8,14,7,2.63905732961526,1.94591014905531,0.044144461012495,0,1.16033755274262,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Juvenile","F","No reproductive status",118,116.6,43,10,3.76120011569356,2.30258509299405,0.22372327848947,0.0656787605032726,1.01200686106346,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","M","No reproductive status",249,118.2,13.25,5.5,2.58399755243223,1.70474809223843,0.0353331316525041,-0.0444080113877407,2.10659898477157,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Eidolon helvum","Adult","M","No reproductive status",265,117.8,13,6,2.56494935746154,1.79175946922805,0.0322848098432424,-0.0283855811961108,2.24957555178268,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",140,82,13.25,10.5,2.58399755243223,2.35137525716348,0.0353331316525041,0.0746630683775872,1.70731707317073,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",142,88.7,83.5,9.25,4.42484663185681,2.22462355152433,0.329927995102953,0.0513227831696511,1.60090191657272,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",90,82.6,62.5,9,4.13516655674236,2.19722457733622,0.283569897023922,0.0462774871814765,1.08958837772397,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Juvenile","F","No reproductive status",78,80,101.75,30.25,4.6225188243227,3.40949618447685,0.361561882529316,0.269507343675079,0.975,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Adult","M","No reproductive status",150,93.2,21.5,17.75,3.06805293513362,2.87638551592142,0.112797509891455,0.171339394070506,1.60944206008584,"M","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",124,89.3,107.5,9,4.67749084756772,2.19722457733622,0.370359168446162,0.0462774871814765,1.38857782754759,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","F","No reproductive status",78,80,55.5,10,4.01638302075239,2.30258509299405,0.26456072350924,0.0656787605032726,0.975,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Juvenile","M","No reproductive status",88,81.5,138.5,6,4.93087032562739,1.79175946922805,0.410908007334936,-0.0283855811961108,1.07975460122699,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Adult","F","Pregnant",122,88,53.25,12.5,3.97499780458953,2.52572864430826,0.257937762267803,0.106768812141812,1.38636363636364,"Pregnant/Lactating","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Adult","F","No reproductive status",116,88.9,46.75,8.5,3.8448142557347,2.14006616349627,0.237104221252928,0.0357522348834462,1.30483689538808,"Unknown","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Juvenile","M","No reproductive status",78,82.1,18.25,8.75,2.9041650800285,2.16905370036952,0.0865701994424252,0.0410900516385395,0.95006090133983,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Juvenile","M","No reproductive status",66,70.4,17,9,2.83321334405622,2.19722457733622,0.0752156472393401,0.0462774871814765,0.9375,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",114,82.6,41.25,10.75,3.71965111278069,2.37490575457367,0.21707410611764,0.0789960161503146,1.38014527845036,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Adult","F","Pregnant",106,88.7,2120,29,7.65917136766606,3.36729582998647,0.84752363319729,0.261736495111624,1.19503945885006,"Pregnant/Lactating","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","F","No reproductive status",84,83.5,216,14.5,5.37527840768417,2.67414864942653,0.482027546526446,0.134099136673193,1.0059880239521,"Sexually immature","2014"
"Tanoboase","2014-07-22","2014-09-11","Epomophorus gambianus","Subadult","M","No reproductive status",110,88.9,160.25,12,5.07673509580078,2.484906649788,0.434251046442136,0.0992517772423203,1.23734533183352,"Sexually immature","2014"
