"Bat ID","Last 4 digits","Site","Sampling Date","Luminex Date","Species","Age","Sex","Repro Status","Weight (g)","Forearm (mm)","EBOV","MARV","logEBOV","logMARV","logEBOVrs","logMARVrs"
"3470474",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","235",NA,7,4,1.94591014905531,1.38629436111989,0,-0.176176367460338
"3584751",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","190",NA,8,4,2.07944154167984,1.38629436111989,0.0239142222816877,-0.176176367460338
"3581625",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"180",NA,5,4,1.6094379124341,1.38629436111989,-0.0299874276482224,-0.116418200065289
"3491475",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","215",NA,4.75,4.75,1.55814461804655,1.55814461804655,-0.0694451762949507,-0.138841522356493
"1950832",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"205",NA,6,6,1.79175946922805,1.79175946922805,0,-0.0320683316504304
"5895543",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","210",NA,6,4,1.79175946922805,1.38629436111989,-0.0276069435793882,-0.176176367460338
"1951534",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"175",NA,5,4.5,1.6094379124341,1.50407739677627,-0.0299874276482224,-0.091915515714782
"5897001",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","200",NA,3,6,1.09861228866811,1.79175946922805,-0.151743114288294,-0.0880881837301691
"3470082",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","185",NA,4.75,7.75,1.55814461804655,2.04769284336526,-0.0694451762949507,-0.0324860970577306
"3582209",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","215",NA,15.5,5,2.7408400239252,1.6094379124341,0.142364498357681,-0.127697941688804
"5897057",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","110",NA,6,5,1.79175946922805,1.6094379124341,-0.0276069435793882,-0.127697941688804
"3591525",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","210",NA,7.25,3.75,1.98100146886658,1.32175583998232,0.0062845268489351,-0.190197502680001
"3486116",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","235",NA,6,5.5,1.79175946922805,1.70474809223843,-0.0276069435793882,-0.106991596156061
"3585649",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","195",NA,5.5,7,1.70474809223843,1.94591014905531,-0.0431898665869897,-0.0545986105579897
"5897475",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","SA","M",NA,"230",NA,4.25,5,1.44691898293633,1.6094379124341,-0.0567178084407074,-0.0699971176722839
"5897775",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"215",NA,6.5,6,1.87180217690159,1.79175946922805,0.0131650636783482,-0.0320683316504304
"3485870",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"230",NA,6.75,6.75,1.90954250488444,1.90954250488444,0.019372422669281,-0.00756564729992339
"5897426",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","P","250",NA,2.75,5.75,1.01160091167848,1.74919985480926,-0.167326037295896,-0.0973343532758059
"5904934",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","SA","M",NA,"170",NA,5.5,4.5,1.70474809223843,1.50407739677627,-0.0143112389885826,-0.091915515714782
"5898337",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","150",NA,7,6,1.94591014905531,1.79175946922805,0,-0.0880881837301691
"1679675",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","230",NA,8.25,5.75,2.11021320034659,1.74919985480926,0.0294251382608403,-0.0973343532758059
"5897122",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"210",NA,6.5,4.5,1.87180217690159,1.50407739677627,0.0131650636783482,-0.091915515714782
"1924829",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","200",NA,5.5,6.5,1.70474809223843,1.87180217690159,-0.0431898665869897,-0.0706987299922021
"5897032",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","P","210",NA,5.25,5.25,1.65822807660353,1.65822807660353,-0.051521165861076,-0.117098171549186
"5897975",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","210",NA,6,6,1.79175946922805,1.79175946922805,-0.0276069435793882,-0.0880881837301691
"3460556",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"230",NA,7.5,4.5,2.01490302054226,1.50407739677627,0.0367016452572554,-0.091915515714782
"5897965",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","100",NA,9.5,6.5,2.2512917986065,1.87180217690159,0.0546909944139553,-0.0706987299922021
"5899054",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","SA","M",NA,"180",NA,4,6.5,1.38629436111989,1.87180217690159,-0.0666890729054778,-0.0154168572699747
"3582870",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"190",NA,8.25,5,2.11021320034659,1.6094379124341,0.0523778339168951,-0.0699971176722839
"5907743",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","190",NA,6.5,5,1.87180217690159,1.6094379124341,-0.0132720440047576,-0.127697941688804
"5895894",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","SA","M",NA,"160",NA,5,5.5,1.6094379124341,1.70474809223843,-0.0299874276482224,-0.0501695148420382
"1589231",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","200",NA,5,7.25,1.6094379124341,1.98100146886658,-0.0602590274842877,-0.0469749443902842
"5895437",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","210",NA,4.5,6,1.50407739677627,1.79175946922805,-0.0791281094404642,-0.0880881837301691
"3463362",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-19","E. helvum","A","M",NA,"210",NA,7.25,3.75,1.98100146886658,1.32175583998232,0.0311256708858547,-0.129844301736635
"1607615",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"160",NA,8.75,5.75,2.16905370036952,1.74919985480926,0.0595396968425839,-0.0247852938410038
"5897596",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","210",NA,6.5,6,1.87180217690159,1.79175946922805,-0.0132720440047576,-0.0880881837301691
"3484617",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","240",NA,5.5,6.5,1.70474809223843,1.87180217690159,-0.0431898665869897,-0.0706987299922021
"5894939",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","120",NA,6,3,1.79175946922805,1.09861228866811,-0.0276069435793882,-0.238675928451535
"5897729",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","SA","M",NA,"190",NA,5.5,6,1.70474809223843,1.79175946922805,-0.0226204701537747,-0.0161814392717954
"5897203",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","130",NA,4,3.25,1.38629436111989,1.17865499634165,-0.100221948427218,-0.221286474713568
"5895653",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","210",NA,4.5,6,1.50407739677627,1.79175946922805,-0.0791281094404642,-0.0880881837301691
"3478656",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","175",NA,5.5,6,1.70474809223843,1.79175946922805,-0.0431898665869897,-0.0880881837301691
"3444640",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","170",NA,5,6.5,1.6094379124341,1.87180217690159,-0.0602590274842877,-0.0706987299922021
"1925151",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"190",NA,16.25,6.5,2.78809290877575,1.87180217690159,0.169080404189777,0
"5897249",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","160",NA,7.5,5.5,2.01490302054226,1.70474809223843,0.0123559773635422,-0.106991596156061
"5897090",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","130",NA,8,4.5,2.07944154167984,1.50407739677627,0.0239142222816877,-0.150587744721365
"5899288",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","190",NA,7,6,1.94591014905531,1.79175946922805,0,-0.0880881837301691
"3476475",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"165",NA,8,7,2.07944154167984,1.94591014905531,0.0436825764591272,0.014981672732166
"5896540",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","SA","M",NA,"180",NA,7.25,6.75,1.98100146886658,1.90954250488444,0.0262633321514278,0.0076295872928595
"5896047",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","140",NA,3.5,6.75,1.25276296849537,1.90954250488444,-0.124136170708906,-0.0624995609911965
"5898394",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","SA","M",NA,"215",NA,6,8,1.79175946922805,2.07944154167984,-0.00722356531597528,0.0419763882213616
"1947739",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","215",NA,7.5,6,2.01490302054226,1.79175946922805,0.0123559773635422,-0.0880881837301691
"5895182",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","SA","M",NA,"125",NA,6,5,1.79175946922805,1.6094379124341,-0.00722356531597528,-0.0530395776950157
"1600691",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"225",NA,7,7,1.94591014905531,1.94591014905531,0.0200538256425111,0.014981672732166
"1940184",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"200",NA,5,7.5,1.6094379124341,2.01490302054226,-0.0394858712000728,0.0289292763627961
"3459901",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"210",NA,6.5,7.5,1.87180217690159,2.01490302054226,0.00694021413043111,0.0289292763627961
"5895860",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"230",NA,5.5,5.5,1.70474809223843,1.70474809223843,-0.0226204701537747,-0.0337716652103725
"5897532",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","SA","M",NA,"80",NA,7.25,6.5,1.98100146886658,1.87180217690159,0.0262633321514278,0
"5898580",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","P","180",NA,4.75,7,1.55814461804655,1.94591014905531,-0.0694451762949507,-0.0545986105579897
"5896151",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","SA","M",NA,"180",NA,7.25,7,1.98100146886658,1.94591014905531,0.0262633321514278,0.014981672732166
"5896605",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F",NA,"150",NA,9.5,8,2.2512917986065,2.07944154167984,0.0546909944139553,-0.0255886227389727
"5904502",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"180",NA,9.5,8,2.2512917986065,2.07944154167984,0.0740919567470234,0.0419763882213616
"5898663",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F",NA,"150",NA,7,6.5,1.94591014905531,1.87180217690159,0,-0.0706987299922021
"3483529",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"220",NA,7.5,6,2.01490302054226,1.79175946922805,0.0322623058840975,-0.0161814392717954
"1606353",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","220",NA,12.75,5,2.54553127160443,1.6094379124341,0.107386529321656,-0.127697941688804
"1588106",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"240",NA,9,6.5,2.19722457733622,1.87180217690159,0.064524611768195,0
"1924509",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","280",NA,7.25,5,1.98100146886658,1.6094379124341,0.0062845268489351,-0.127697941688804
"1926479",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"130",NA,6,6.75,1.79175946922805,1.90954250488444,-0.00722356531597528,0.0076295872928595
"1930890",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","250",NA,6,6.5,1.79175946922805,1.87180217690159,-0.0276069435793882,-0.0706987299922021
"5908873",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F",NA,"200",NA,8,4.25,2.07944154167984,1.44691898293633,0.0239142222816877,-0.163005535449527
"1685961",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","230",NA,6,7.25,1.79175946922805,1.98100146886658,-0.0276069435793882,-0.0469749443902842
"3589968",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"210",NA,8,7,2.07944154167984,1.94591014905531,0.0436825764591272,0.014981672732166
"3471369",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","250",NA,10,5.5,2.30258509299405,1.70474809223843,0.0638771432246183,-0.106991596156061
"1947745",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"220",NA,10,6.5,2.30258509299405,1.87180217690159,0.0831684476592,0
"1930778",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","190",NA,5,4.75,1.6094379124341,1.55814461804655,-0.0602590274842877,-0.138841522356493
"5897731",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","220",NA,4,5,1.38629436111989,1.6094379124341,-0.100221948427218,-0.127697941688804
"5894900",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","P","140",NA,6.25,5,1.83258146374831,1.6094379124341,-0.0202961065413572,-0.127697941688804
"1940949",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","180",NA,12.5,3.25,2.52572864430826,1.17865499634165,0.103840064167549,-0.221286474713568
"1607828",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"170",NA,7.5,6.5,2.01490302054226,1.87180217690159,0.0322623058840975,0
"1498793",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"190",NA,9.25,6,2.22462355152433,1.79175946922805,0.0693729363531283,-0.0161814392717954
"5896006",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","P","220",NA,8.5,6,2.14006616349627,1.79175946922805,0.0347715244738259,-0.0880881837301691
"3589588",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","190",NA,6.5,5.25,1.87180217690159,1.65822807660353,-0.0132720440047576,-0.117098171549186
"5896173",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","180",NA,9.75,7,2.27726728500976,1.94591014905531,0.0593429608430724,-0.0545986105579897
"1605574",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","200",NA,6.5,3.75,1.87180217690159,1.32175583998232,-0.0132720440047576,-0.190197502680001
"5897884",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"230",NA,9,7.75,2.19722457733622,2.04769284336526,0.064524611768195,0.0355580691930839
"3594197",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","190",NA,9,6.25,2.19722457733622,1.83258146374831,0.0450080612684418,-0.0792195159172708
"1952317",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","210",NA,4.5,7.5,1.50407739677627,2.01490302054226,-0.0791281094404642,-0.0396097579586354
"3465863",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","220",NA,7,6.5,1.94591014905531,1.87180217690159,0,-0.0706987299922021
"3487502",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","A","F","NP","180",NA,7,7,1.94591014905531,1.94591014905531,0,-0.0545986105579897
"5896159",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","200",NA,7.5,6,2.01490302054226,1.79175946922805,0.0123559773635422,-0.0880881837301691
"3586500",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-20","E. helvum","A","M",NA,"180",NA,5,6.5,1.6094379124341,1.87180217690159,-0.0394858712000728,0
"5899133",NA,"Accra Zoo",2016-01-05 00:00:00,"2016-01-18","E. helvum","SA","F","NP","150",NA,4,9.5,1.38629436111989,2.2512917986065,-0.100221948427218,0.011746222364873
"1930890",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,9.25,9.25,2.22462355152433,2.22462355152433,0.0104486898460367,0.178074258481855
"3485524",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,9.5,10.5,2.2512917986065,2.35137525716348,0.0146783555945409,0.197871891407624
"1684438",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,9.75,12.5,2.27726728500976,2.52572864430826,0.0187981473754601,0.225104537632392
"1685961",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,11,9.5,2.39789527279837,2.2512917986065,0.0379301160679874,0.182239631751146
"1602857",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,58,11.75,4.06044301054642,2.46385324059017,0.301615284423502,0.215440079676837
"1591037",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,11.5,13.5,2.4423470353692,2.60268968544438,0.0449803018948716,0.237125255099783
"5899133",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,7.5,5.5,2.01490302054226,1.70474809223843,-0.0228136293427765,0.0968737455723114
"5896685",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,12,14.5,2.484906649788,2.67414864942653,0.0517303872237698,0.24828659080758
"5897597",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,8,5.5,2.07944154167984,1.70474809223843,-0.0125776220238965,0.0968737455723114
"5897249",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,2,8.5,0.693147180559945,2.14006616349627,-0.232448157890335,0.164867050571712
"1681760",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,7,2.5,1.94591014905531,0.916290731874155,-0.0337561102835097,-0.0262771762981392
"5896409",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,6.25,5,1.83258146374831,1.6094379124341,-0.0517303872237697,0.0819870350200524
"5897942",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,13,10.5,2.56494935746154,2.35137525716348,0.064425406061013,0.197871891407624
"5895894",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,6,4,1.79175946922805,1.38629436111989,-0.0582048807094495,0.0471337437259042
"3486907",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,5.75,8.5,1.74919985480926,2.14006616349627,-0.0649549660383476,0.164867050571712
"3491475",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,8.5,8,2.14006616349627,2.07944154167984,-0.00296237113683981,0.155397955044096
"3586500",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,4.5,4.5,1.50407739677627,1.50407739677627,-0.103832139395002,0.0655305399902987
"3459901",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,4,6,1.38629436111989,1.79175946922805,-0.122512889957116,0.110464247517197
"3465863",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,10,7.5,2.30258509299405,2.01490302054226,0.0228136293427765,0.145317538811346
"1606353",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,18.5,3.5,2.91777073208428,1.25276296849537,0.120383957779256,0.0262771762981392
"3486116",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,5.5,4.5,1.70474809223843,1.50407739677627,-0.0720051518652318,0.0655305399902987
"1682905",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,14,7.5,2.63905732961526,2.01490302054226,0.0761791576497095,0.145317538811346
"3485870",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,8,3,2.07944154167984,1.09861228866811,-0.0125776220238965,0.00220003619900567
"1933940",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,4,5.5,1.38629436111989,1.70474809223843,-0.122512889957116,0.0968737455723114
"1688229",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,8,9.5,2.07944154167984,2.2512917986065,-0.0125776220238965,0.182239631751146
"3467369",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,7.5,18.75,2.01490302054226,2.93119375241642,-0.0228136293427765,0.288435041423685
"5898478",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,9,5.5,2.19722457733622,1.70474809223843,0.00610312853821681,0.0968737455723114
"1947739",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,6.5,5,1.87180217690159,1.6094379124341,-0.0455098618722062,0.0819870350200524
"1926479",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,9.5,7.5,2.2512917986065,2.01490302054226,0.0146783555945409,0.145317538811346
"1934830",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,11.25,8.75,2.42036812865043,2.16905370036952,0.0414943799048898,0.169394678910479
"1679675",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,18.5,4.25,2.91777073208428,1.44691898293633,0.120383957779256,0.0566028392535204
"1593800",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,5,7,1.6094379124341,1.94591014905531,-0.0871216385904427,0.134541387616331
"5904502",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,13,9,2.56494935746154,2.19722457733622,0.064425406061013,0.17379475130849
"5907743",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,8,5.5,2.07944154167984,1.70474809223843,-0.0125776220238965,0.0968737455723114
"1947745",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,16.25,6.75,2.78809290877575,1.90954250488444,0.099816657427686,0.128861043781592
"3584751",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,6,5.5,1.79175946922805,1.70474809223843,-0.0582048807094495,0.0968737455723114
"5896950",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,6.75,5.75,1.90954250488444,1.74919985480926,-0.0395241301473362,0.103816765974626
"1952317",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,15.5,7,2.7408400239252,1.94591014905531,0.0923222050193738,0.134541387616331
"3581625",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,4.25,8.25,1.44691898293633,2.11021320034659,-0.112897639070059,0.160204249363604
"1481777",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,27,5,3.29583686600433,1.6094379124341,0.180346405719102,0.0819870350200524
"3582209",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,35,5.5,3.55534806148941,1.70474809223843,0.221505676949602,0.0968737455723114
"5896159",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,4.75,9.5,1.55814461804655,2.2512917986065,-0.0952569123386783,0.182239631751146
"1590832",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,7.75,7.5,2.04769284336526,2.01490302054226,-0.0176130629138454,0.145317538811346
"5897001",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,4.75,5.5,1.55814461804655,1.70474809223843,-0.0952569123386783,0.0968737455723114
"1498793",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,5.5,7,1.70474809223843,1.94591014905531,-0.0720051518652318,0.134541387616331
"5908873",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,6,6.5,1.79175946922805,1.87180217690159,-0.0582048807094495,0.122966297386386
"5897090",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,10,7,2.30258509299405,1.94591014905531,0.0228136293427765,0.134541387616331
"3581385",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,3.5,6.75,1.25276296849537,1.90954250488444,-0.143691378216729,0.128861043781592
"5897177",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,10,5.5,2.30258509299405,1.70474809223843,0.0228136293427765,0.0968737455723114
"3487502",NA,"Accra Zoo",2016-03-01 00:00:00,"2016-10-08","E. helvum",NA,NA,NA,NA,NA,5.75,6,1.74919985480926,1.79175946922805,-0.0649549660383476,0.110464247517197
